,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
13123,13123,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13124,13124,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13125,13125,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13126,13126,3.0,0.9664999842643738,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",ibarat checnya negara negara bawah kontrol rusia walaupun punya perintah sendiri entah janji politik apa rusia checnya buat checnya kirim tentara ukraina inti perang ga hubung sama agama,negative
13127,13127,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13128,13128,24.0,0.9557999968528748,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",ini dapat intelektual muda nu asuh pondok pesantren kaliwining jember sosok erick thohir salah satu menteri jokowi dekat rakyat erick thohir,positive
13129,13129,20.0,0.527899980545044,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",hampir semua partai politik dukung panjang jabat presiden jokowi baik upa tunda milu,negative
13130,13130,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13131,13131,10.0,0.4156000018119812,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",tahniah terus politik khidmat moga mudah selamat semua amin,negative
13132,13132,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13133,13133,26.0,0.8057000041007996,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",pn bkn bangkang dah,positive
13134,13134,33.0,0.9459999799728394,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",masyarakat rakyat umat tahu dekat nu inisiator partai politik amandemen uud putus bal banteng lawan lawan referendum,negative
13135,13135,15.0,0.9117000102996826,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",indonesia objek politik mau kacau barat lewat panjang tangan2 musuh,negative
13136,13136,8.0,0.8203999996185303,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",erbaik prn mangsa banjir tak disisihakn real politik moga urus dpermudahkan selamat semua,negative
13137,13137,20.0,0.4650000035762787,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",tokoh politik elit dukung panjang jabat presiden kmngkinan krn berapa kasus hukum hilang hilang ladang konstitusi labrak khianat penting rakyat cm bagi bayar pajak,negative
13138,13138,10.0,0.23970000445842743,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",bila cetus peperangan ekonomi politik jadi tak tentu pelabur alih duit emas emas aset lihat selamat tak gugat sebab ketidakstabilan,negative
13139,13139,13.0,0.9190000295639038,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",djokhar deklarasi merdeka chechnya rusia rusia gak terima jadi perang kalah,positive
13140,13140,15.0,0.616599977016449,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",wagub emil dardak lantik iphi lumajang begini pesan jatim,negative
13141,13141,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13142,13142,13.0,0.9117000102996826,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",februari demonstrasi jakarta akhir rusuh akibat tewas orang perwira tni,negative
13143,13143,8.0,0.5552999973297119,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",wajar lawan politik logika bahan kampanye pilkada dki pak anggap gagal lambat ga kerja itu macam upaya jatuh pak anies kan pdip lawan politik pak anies,negative
13144,13144,3.0,0.8754000067710876,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",sah sah sj mui singgung masalah politik kan tdk politik praktis jadi negara wajar jadi bicara orang sdh langgar hukum laku negara dulu smpe skrg sy dukung mui,negative
13145,13145,3.0,0.73580002784729,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",kata nu hindar urus politik tum nu cuma bacot doang ngebul nyata dukung tunda milu ucap buat tum nu dulu,negative
13146,13146,12.0,0.8057000041007996,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",kata gak mau ikut suee,negative
13147,13147,3.0,0.9429000020027161,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",jangan salah uncle tu marah pasal simpang mungkin tak tahu bidang kuasa call out geng umno,negative
13148,13148,13.0,0.8920999765396118,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus,negative
13149,13149,13.0,0.850600004196167,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",gedeg sama org2 sangkut agama perang rusia ukraina mentang2 rusia dukung tentara muslim checnya woe lebih chechnya perang lepas rusia akhir checnya merdeka de facto dejure bagi rusia,negative
13150,13150,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13151,13151,9.0,0.9253000020980835,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",ngemeng pluralisme toleransi demokrasi aji saudara iman beda pilih politik kaliam bubarin,negative
13152,13152,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13153,13153,23.0,0.8920999765396118,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",kelompok partai gadai punya motto atas masalah masalah,negative
13154,13154,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13155,13155,20.0,0.45820000767707825,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",hampir semua partai politik dukung panjang jabat presiden jokowi baik upa tunda milu amendemen uud mungkin jabat periode jelas khianat thd rakyat reformasi,positive
13156,13156,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13157,13157,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13158,13158,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13159,13159,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13160,13160,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13161,13161,32.0,0.9253000020980835,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",rt beberapa waktu lalu litbang kompas rilis survei hasil publik puas kerja,negative
13162,13162,11.0,0.42170000076293945,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",politik belah bambu sangat asa semenjak si nganu angkat satu injak,positive
13163,13163,13.0,0.9117000102996826,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",seru angkring dejure kalo ngumpul diobrolin touring jg yayasan pernah,positive
13164,13164,29.0,0.8004000186920166,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",politik masa gusar justru masa undi prn johor fikirlah wajar waras timbang dgn teliti siapa,negative
13165,13165,13.0,0.7282999753952026,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",tunjuk taraf mentaliti kome ingat macam pilihanraya kampus syed saddiq,negative
13166,13166,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13167,13167,19.0,0.4819999933242798,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",swbagai rakyat p3milu undur dgn alasqn apa lihat sekali kuasa elite politik selalu panjang jabat mikirkan tabrak uu yakin bikin uu benar ampo kuasa,negative
13168,13168,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13169,13169,3.0,0.3695000112056732,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",orang dulu bilang gak ikut politik lahh masalah pilpres kan masalah politik gin omong pbnu angkat bicara soal tunda milu rasa masuk akal iya oligarki,negative
13170,13170,21.0,0.3492000102996826,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",roy suryo tegas motif politik lapor menag lillahi,negative
13171,13171,22.0,0.298799991607666,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",nama drakor ee drama politik kerdus,negative
13172,13172,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13173,13173,12.0,0.878600001335144,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",pak kyai pegang janji mohon restu akal,negative
13174,13174,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13175,13175,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
13176,13176,9.0,0.8027999997138977,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",orang kemarin bilang mau bersih nu politik sekarang lebih sering opini masalah2 politik,negative
13177,13177,15.0,0.9117000102996826,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",indonesia objek politik mau kacau barat lewat panjang tangan2 musuh,negative
13178,13178,11.0,0.878600001335144,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",usik mahluk satu haluan tetap guna agama,negative
13179,13179,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13180,13180,34.0,0.8583999872207642,"milu, ikut, alas, tunda, barat, takut, pertama, aman, pki, iri",widdi tulis artikel kanal politik ekonomi hibur olahraga iptek religi mistik ide kreatif lain,negative
13181,13181,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13182,13182,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13183,13183,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13184,13184,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13185,13185,9.0,0.76910001039505,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",gus ubaid erick thohir bukan buat bumn sehat profesional buat bumn bumi harap,negative
13186,13186,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
13187,13187,11.0,0.6032000184059143,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",ngerasa paling keren ngerasa paling ngerti politik paling ngerti perang anjg,positive
13188,13188,1.0,0.9190000295639038,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",nasdem tegas pegang putus politik perintah dpr pakat coblos lanjut bakal,negative
13189,13189,9.0,0.9305999875068665,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",orang kemarin bilang mau bersih nu politik lebih suka buat opini soal politik,negative
13190,13190,13.0,0.3255000114440918,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",era perang dingin pascanya jajah pengaruh politik ideologi wujud koalisi kehadliran fisik kini jadi perang tegang politik timteng tdk lepas koalisi kuat ngr2 global,negative
13191,13191,5.0,0.9557999968528748,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",brapa bnyk oposisi nista islam tg kadrun gak yaqut gabung baris oposisi kadrun gk bakal semua ttg manfaat isu utk politik,positive
13192,13192,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
13193,13193,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
13194,13194,12.0,0.6176999807357788,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",nu tak tarik praktis apa,negative
13195,13195,27.0,0.6510000228881836,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",negara negara islam hancur bukan barat kayak emang baku sikat sendiri korupsi ga karu karuan jadi kultus agama campur,negative
13196,13196,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13197,13197,13.0,0.9117000102996826,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",februari demonstrasi jakarta akhir rusuh akibat tewas orang perwira tni,negative
13198,13198,24.0,0.7160999774932861,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",sebut pihak tani program makmur boy koordinator masyarakat nelayan tani kab pangandaran lihat program fokus sejahtera tani lalu damping hingga serap hasil,negative
13199,13199,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
13200,13200,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
13201,13201,24.0,0.838100016117096,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",sosok pimpin dekat dgn masyarakat,positive
13202,13202,1.0,0.757099986076355,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",industri terorisme investasi,negative
13203,13203,1.0,0.8920999765396118,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",prn bn mampu tahan rana amal politik matang,negative
13204,13204,20.0,0.9190000295639038,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",sekretaris jendral majelis ulama indonesia amirsyah tambun tolak usul tunda milu,negative
13205,13205,0.0,0.878600001335144,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",jelas kalau kekal parti asal jadi wakil,negative
